,Unnamed: 0,Unnamed: 0.1,tourney_name,surface,tourney_level,tourney_date,fed_age,opp_name,opp_hand,opp_ht,opp_ioc,opp_age,score,best_of,round,minutes,fed_rank,fed_rank_points,opp_rank,opp_rank_points,fed_won,consecutive
473,473,45744,Madrid Masters,Hard,M,20061016,25.1882272416,Robby Ginepri,R,183.0,USA,24.0246406571,6-3 7-6(4),3,QF,82.0,1.0,7370.0,47.0,775.0,1,2
474,474,45748,Madrid Masters,Hard,M,20061016,25.1882272416,David Nalbandian,R,180.0,ARG,24.7885010267,6-4 6-0,3,SF,59.0,1.0,7370.0,4.0,2900.0,1,3
475,475,45750,Madrid Masters,Hard,M,20061016,25.1882272416,Fernando Gonzalez,R,183.0,CHI,26.2149212868,7-5 6-1 6-0,5,F,108.0,1.0,7370.0,10.0,1965.0,1,4
476,476,46207,Basel,Carpet,A,20061023,25.2073921971,Tomas Zib,R,178.0,CZE,30.726899384,6-1 6-2,3,R32,50.0,1.0,7870.0,151.0,300.0,1,5
477,477,46223,Basel,Carpet,A,20061023,25.2073921971,Guillermo Garcia Lopez,R,188.0,ESP,23.3867214237,6-2 6-0,3,R16,53.0,1.0,7870.0,75.0,522.0,1,6
478,478,46231,Basel,Carpet,A,20061023,25.2073921971,David Ferrer,R,175.0,ESP,24.5585215606,6-3 7-6(14),3,QF,87.0,1.0,7870.0,15.0,1555.0,1,7
479,479,46235,Basel,Carpet,A,20061023,25.2073921971,Paradorn Srichaphan,R,185.0,THA,27.3593429158,6-4 3-6 7-6(5),3,SF,118.0,1.0,7870.0,54.0,710.0,1,8
480,480,46237,Basel,Carpet,A,20061023,25.2073921971,Fernando Gonzalez,R,183.0,CHI,26.234086242300002,6-3 6-2 7-6(3),5,F,119.0,1.0,7870.0,7.0,2190.0,1,9
481,481,46254,Tokyo,Hard,A,20061002,25.149897330599998,Viktor Troicki,R,193.0,SRB,20.6406570842,7-6(2) 7-6(3),3,R32,101.0,1.0,7120.0,276.0,145.0,1,10
482,482,46270,Tokyo,Hard,A,20061002,25.149897330599998,Wesley Moodie,R,196.0,RSA,27.630390143699998,6-2 6-1,3,R16,52.0,1.0,7120.0,73.0,550.0,1,11
483,483,46278,Tokyo,Hard,A,20061002,25.149897330599998,Takao Suzuki,R,175.0,JPN,30.031485284099997,4-6 7-5 7-6(3),3,QF,124.0,1.0,7120.0,1078.0,6.0,1,12
484,484,46282,Tokyo,Hard,A,20061002,25.149897330599998,Benjamin Becker,R,178.0,GER,25.2950034223,6-3 6-4,3,SF,60.0,1.0,7120.0,72.0,553.0,1,13
485,485,46284,Tokyo,Hard,A,20061002,25.149897330599998,Tim Henman,R,185.0,GBR,32.0711841205,6-3 6-3,3,F,67.0,1.0,7120.0,55.0,685.0,1,14
486,486,46656,Miami Masters,Hard,M,20060320,24.6132785763,Arnaud Clement,R,173.0,FRA,28.254620123200002,6-2 6-7(4) 6-0,3,R64,119.0,1.0,6935.0,53.0,746.0,1,15
487,487,46688,Miami Masters,Hard,M,20060320,24.6132785763,Tommy Haas,R,188.0,GER,27.961670089000002,6-1 6-3,3,R32,74.0,1.0,6935.0,28.0,1250.0,1,16
488,488,46704,Miami Masters,Hard,M,20060320,24.6132785763,Dmitry Tursunov,R,185.0,RUS,23.2689938398,6-3 6-3,3,R16,58.0,1.0,6935.0,36.0,870.0,1,17
489,489,46712,Miami Masters,Hard,M,20060320,24.6132785763,James Blake,R,185.0,USA,26.225872689899997,7-6(2) 6-4,3,QF,87.0,1.0,6935.0,9.0,1880.0,1,18
490,490,46716,Miami Masters,Hard,M,20060320,24.6132785763,David Ferrer,R,175.0,ESP,23.9644079398,6-1 6-4,3,SF,60.0,1.0,6935.0,11.0,1700.0,1,19
491,491,46718,Miami Masters,Hard,M,20060320,24.6132785763,Ivan Ljubicic,R,193.0,CRO,27.0034223135,7-6(5) 7-6(4) 7-6(6),5,F,177.0,1.0,6935.0,6.0,2295.0,1,20
492,492,46751,Indian Wells Masters,Hard,M,20060306,24.574948665300003,Nicolas Massu,R,183.0,CHI,26.4038329911,6-3 7-6(4),3,R64,94.0,1.0,6935.0,47.0,805.0,1,21
493,493,46783,Indian Wells Masters,Hard,M,20060306,24.574948665300003,Olivier Rochus,R,168.0,BEL,25.1279945243,3-6 6-2 7-5,3,R32,114.0,1.0,6935.0,32.0,950.0,1,22
494,494,46799,Indian Wells Masters,Hard,M,20060306,24.574948665300003,Richard Gasquet,R,185.0,FRA,19.7152635181,6-3 6-4,3,R16,57.0,1.0,6935.0,18.0,1525.0,1,23
495,495,46807,Indian Wells Masters,Hard,M,20060306,24.574948665300003,Ivan Ljubicic,R,193.0,CRO,26.9650924025,6-2 6-3,3,QF,67.0,1.0,6935.0,6.0,2245.0,1,24
496,496,46811,Indian Wells Masters,Hard,M,20060306,24.574948665300003,Paradorn Srichaphan,R,185.0,THA,26.726899384,6-2 6-3,3,SF,60.0,1.0,6935.0,61.0,655.0,1,25
497,497,46813,Indian Wells Masters,Hard,M,20060306,24.574948665300003,James Blake,R,185.0,USA,26.1875427789,7-5 6-3 6-0,5,F,103.0,1.0,6935.0,14.0,1565.0,1,26
498,498,46845,Monte Carlo Masters,Clay,M,20060417,24.689938398400002,Novak Djokovic,R,188.0,SRB,18.9048596851,6-3 2-6 6-3,3,R64,109.0,1.0,6810.0,67.0,606.0,1,27
499,499,46877,Monte Carlo Masters,Clay,M,20060417,24.689938398400002,Alberto Martin,R,175.0,ESP,27.657768651599998,6-0 6-1,3,R32,46.0,1.0,6810.0,66.0,622.0,1,28
500,500,46893,Monte Carlo Masters,Clay,M,20060417,24.689938398400002,Benjamin Balleret,R,185.0,MON,23.252566735100004,6-3 6-2,3,R16,55.0,1.0,6810.0,351.0,88.0,1,29
501,501,46901,Monte Carlo Masters,Clay,M,20060417,24.689938398400002,David Ferrer,R,175.0,ESP,24.041067761799997,6-1 6-3,3,QF,61.0,1.0,6810.0,15.0,1485.0,1,30
502,502,46905,Monte Carlo Masters,Clay,M,20060417,24.689938398400002,Fernando Gonzalez,R,183.0,CHI,25.7166324435,6-2 6-4,3,SF,69.0,1.0,6810.0,21.0,1420.0,1,31
503,503,46907,Monte Carlo Masters,Clay,M,20060417,24.689938398400002,Rafael Nadal,L,185.0,ESP,19.871321013,6-2 6-7(2) 6-3 7-6(5),5,F,230.0,1.0,6810.0,2.0,4135.0,0,0
504,504,46971,Rome Masters,Clay,M,20060508,24.747433264899996,Juan Ignacio Chela,R,190.0,ARG,26.688569473,6-2 6-1,3,R64,68.0,1.0,7160.0,30.0,975.0,1,0
505,505,47003,Rome Masters,Clay,M,20060508,24.747433264899996,Potito Starace,R,188.0,ITA,24.8158795346,6-3 7-6(2),3,R32,111.0,1.0,7160.0,81.0,497.0,1,1
506,506,47019,Rome Masters,Clay,M,20060508,24.747433264899996,Radek Stepanek,R,185.0,CZE,27.4442162902,6-1 6-4,3,R16,57.0,1.0,7160.0,18.0,1420.0,1,2
507,507,47027,Rome Masters,Clay,M,20060508,24.747433264899996,Nicolas Almagro,R,183.0,ESP,20.7118412047,6-3 6-7(2) 7-5,3,QF,153.0,1.0,7160.0,54.0,714.0,1,3
508,508,47031,Rome Masters,Clay,M,20060508,24.747433264899996,David Nalbandian,R,180.0,ARG,24.34770705,6-3 3-6 7-6(5),3,SF,163.0,1.0,7160.0,3.0,2845.0,1,4
509,509,47033,Rome Masters,Clay,M,20060508,24.747433264899996,Rafael Nadal,L,185.0,ESP,19.9288158795,6-7(0) 7-6(5) 6-4 2-6 7-6(5),5,F,305.0,1.0,7160.0,2.0,4135.0,0,0
510,510,47128,Canada Masters,Hard,M,20060807,24.9965776865,Paul Henri Mathieu,R,185.0,FRA,24.5667351129,6-3 6-4,3,R64,74.0,1.0,7260.0,36.0,910.0,1,0
511,511,47160,Canada Masters,Hard,M,20060807,24.9965776865,Sebastien Grosjean,R,175.0,FRA,28.191649555100003,6-3 6-3,3,R32,67.0,1.0,7260.0,33.0,990.0,1,1
512,512,47176,Canada Masters,Hard,M,20060807,24.9965776865,Dmitry Tursunov,R,185.0,RUS,23.65229295,6-3 5-7 6-0,3,R16,107.0,1.0,7260.0,27.0,1095.0,1,2
513,513,47184,Canada Masters,Hard,M,20060807,24.9965776865,Xavier Malisse,R,185.0,BEL,26.0506502396,7-6(4) 6-7(5) 6-3,3,QF,147.0,1.0,7260.0,41.0,876.0,1,3
514,514,47188,Canada Masters,Hard,M,20060807,24.9965776865,Fernando Gonzalez,R,183.0,CHI,26.0232717317,6-1 5-7 6-3,3,SF,110.0,1.0,7260.0,16.0,1480.0,1,4
515,515,47190,Canada Masters,Hard,M,20060807,24.9965776865,Richard Gasquet,R,185.0,FRA,20.1368925394,2-6 6-3 6-2,3,F,107.0,1.0,7260.0,51.0,775.0,1,5
516,516,47191,Cincinnati Masters,Hard,M,20060814,25.015742642,Paradorn Srichaphan,R,185.0,THA,27.167693360700003,7-5 6-4,3,R64,84.0,1.0,7760.0,45.0,820.0,1,6
517,517,47223,Cincinnati Masters,Hard,M,20060814,25.015742642,Andy Murray,R,190.0,GBR,19.2498288843,7-5 6-4,3,R32,97.0,1.0,7760.0,21.0,1210.0,0,0
518,518,47523,Doha,Hard,A,20060102,24.402464065700002,Ivo Minar,R,183.0,CZE,21.6180698152,6-1 6-3,3,R32,64.0,1.0,6725.0,73.0,518.0,1,0
519,519,47539,Doha,Hard,A,20060102,24.402464065700002,Fabrice Santoro,R,178.0,FRA,33.0650239562,7-6(2) 7-6(5),3,R16,95.0,1.0,6725.0,58.0,615.0,1,1
520,520,47547,Doha,Hard,A,20060102,24.402464065700002,Marcos Baghdatis,R,183.0,CYP,20.5448323066,6-4 6-3,3,QF,69.0,1.0,6725.0,55.0,634.0,1,2
521,521,47551,Doha,Hard,A,20060102,24.402464065700002,Tommy Haas,R,188.0,GER,27.750855578400003,6-3 6-3,3,SF,70.0,1.0,6725.0,45.0,755.0,1,3
522,522,47553,Doha,Hard,A,20060102,24.402464065700002,Gael Monfils,R,193.0,FRA,19.3374401095,6-3 7-6(5),3,F,115.0,1.0,6725.0,30.0,979.0,1,4
523,523,47616,Dubai,Hard,A,20060227,24.5557837098,Stan Wawrinka,R,183.0,SUI,20.9199178645,7-6(3) 6-3,3,R32,81.0,1.0,6725.0,57.0,677.0,1,5
524,524,47632,Dubai,Hard,A,20060227,24.5557837098,Mohammad Ghareeb,R,,KUW,25.601642710500002,7-6(5) 6-4,3,R16,88.0,1.0,6725.0,488.0,49.0,1,6
525,525,47639,Dubai,Hard,A,20060227,24.5557837098,Robin Vik,R,183.0,CZE,26.0616016427,6-3 6-2,3,QF,58.0,1.0,6725.0,75.0,531.0,1,7
526,526,47643,Dubai,Hard,A,20060227,24.5557837098,Mikhail Youzhny,R,183.0,RUS,23.6769336071,6-2 6-3,3,SF,66.0,1.0,6725.0,52.0,730.0,1,8
527,527,47645,Dubai,Hard,A,20060227,24.5557837098,Rafael Nadal,L,185.0,ESP,19.7371663244,2-6 6-4 6-4,3,F,113.0,1.0,6725.0,2.0,4455.0,0,0
528,528,47708,Halle,Grass,A,20060612,24.8432580424,Rohan Bopanna,R,190.0,IND,26.2724161533,7-6(4) 6-2,3,R32,71.0,1.0,7035.0,267.0,134.0,1,0
529,529,47724,Halle,Grass,A,20060612,24.8432580424,Richard Gasquet,R,185.0,FRA,19.9835728953,7-6(7) 6-7(7) 6-4,3,R16,134.0,1.0,7035.0,51.0,745.0,1,1
530,530,47732,Halle,Grass,A,20060612,24.8432580424,Olivier Rochus,R,168.0,BEL,25.3963039014,6-7(2) 7-6(9) 7-6(5),3,QF,165.0,1.0,7035.0,29.0,1120.0,1,2
531,531,47736,Halle,Grass,A,20060612,24.8432580424,Tommy Haas,R,188.0,GER,28.191649555100003,6-4 6-7(4) 6-3,3,SF,137.0,1.0,7035.0,26.0,1175.0,1,3
532,532,47738,Halle,Grass,A,20060612,24.8432580424,Tomas Berdych,R,196.0,CZE,20.733744011,6-0 6-7(4) 6-2,3,F,95.0,1.0,7035.0,15.0,1505.0,1,4
533,533,47800,Roland Garros,Clay,G,20060529,24.804928131399997,Diego Hartfield,R,185.0,ARG,25.3223819302,7-5 7-6(2) 6-2,5,R128,156.0,1.0,7010.0,157.0,265.0,1,5
534,534,47864,Roland Garros,Clay,G,20060529,24.804928131399997,Alejandro Falla,L,185.0,COL,22.5379876797,6-1 6-4 6-3,5,R64,86.0,1.0,7010.0,139.0,309.0,1,6
535,535,47896,Roland Garros,Clay,G,20060529,24.804928131399997,Nicolas Massu,R,183.0,CHI,26.633812457199998,6-1 6-2 6-7(4) 7-5,5,R32,155.0,1.0,7010.0,35.0,885.0,1,7
536,536,47912,Roland Garros,Clay,G,20060529,24.804928131399997,Tomas Berdych,R,196.0,CZE,20.6954140999,6-3 6-2 6-3,5,R16,107.0,1.0,7010.0,20.0,1390.0,1,8
537,537,47920,Roland Garros,Clay,G,20060529,24.804928131399997,Mario Ancic,R,196.0,CRO,22.1629021218,6-4 6-3 6-4,5,QF,137.0,1.0,7010.0,12.0,1710.0,1,9
538,538,47924,Roland Garros,Clay,G,20060529,24.804928131399997,David Nalbandian,R,180.0,ARG,24.4052019165,3-6 6-4 5-2 RET,5,SF,98.0,1.0,7010.0,3.0,3065.0,1,10
539,539,47926,Roland Garros,Clay,G,20060529,24.804928131399997,Rafael Nadal,L,185.0,ESP,19.9863107461,1-6 6-1 6-4 7-6(4),5,F,182.0,1.0,7010.0,2.0,4545.0,0,0
540,540,47958,Wimbledon,Grass,G,20060626,24.8815879535,Richard Gasquet,R,185.0,FRA,20.0219028063,6-3 6-2 6-2,5,R128,74.0,1.0,7260.0,50.0,760.0,1,0
541,541,48022,Wimbledon,Grass,G,20060626,24.8815879535,Tim Henman,R,185.0,GBR,31.8028747433,6-4 6-0 6-2,5,R64,85.0,1.0,7260.0,64.0,615.0,1,1
542,542,48054,Wimbledon,Grass,G,20060626,24.8815879535,Nicolas Mahut,R,190.0,FRA,24.427104722800003,6-3 7-6(2) 6-4,5,R32,125.0,1.0,7260.0,77.0,530.0,1,2
543,543,48070,Wimbledon,Grass,G,20060626,24.8815879535,Tomas Berdych,R,196.0,CZE,20.772073922,6-3 6-3 6-4,5,R16,83.0,1.0,7260.0,14.0,1635.0,1,3
544,544,48078,Wimbledon,Grass,G,20060626,24.8815879535,Mario Ancic,R,196.0,CRO,22.2395619439,6-4 6-4 6-4,5,QF,107.0,1.0,7260.0,10.0,1885.0,1,4
545,545,48082,Wimbledon,Grass,G,20060626,24.8815879535,Jonas Bjorkman,R,183.0,SWE,34.2587268994,6-2 6-0 6-2,5,SF,77.0,1.0,7260.0,59.0,638.0,1,5
546,546,48084,Wimbledon,Grass,G,20060626,24.8815879535,Rafael Nadal,L,185.0,ESP,20.0629705681,6-0 7-6(5) 6-7(2) 6-3,5,F,178.0,1.0,7260.0,2.0,4545.0,1,6
547,547,48085,US Open,Hard,G,20060828,25.054072553,Jimmy Wang,R,178.0,TPE,21.5496235455,6-4 6-1 6-0,5,R128,99.0,1.0,7295.0,109.0,394.0,1,7
548,548,48149,US Open,Hard,G,20060828,25.054072553,Tim Henman,R,185.0,GBR,31.9753593429,6-3 6-4 7-5,5,R64,121.0,1.0,7295.0,62.0,640.0,1,8
549,549,48181,US Open,Hard,G,20060828,25.054072553,Vincent Spadea,R,183.0,USA,32.1095140315,6-3 6-3 6-0,5,R32,88.0,1.0,7295.0,84.0,490.0,1,9
550,550,48197,US Open,Hard,G,20060828,25.054072553,Marc Gicquel,R,188.0,FRA,29.412731006199998,6-3 7-6(2) 6-3,5,R16,104.0,1.0,7295.0,79.0,504.0,1,10
551,551,48205,US Open,Hard,G,20060828,25.054072553,James Blake,R,185.0,USA,26.6666666667,7-6(7) 6-0 6-7(9) 6-4,5,QF,165.0,1.0,7295.0,7.0,2085.0,1,11
552,552,48209,US Open,Hard,G,20060828,25.054072553,Nikolay Davydenko,R,178.0,RUS,25.237508555799998,6-1 7-5 6-4,5,SF,101.0,1.0,7295.0,6.0,2175.0,1,12
553,553,48211,US Open,Hard,G,20060828,25.054072553,Andy Roddick,R,188.0,USA,23.994524298400002,6-2 4-6 7-5 6-1,5,F,145.0,1.0,7295.0,10.0,1890.0,1,13
554,554,48273,Australian Open,Hard,G,20060116,24.4407939767,Denis Istomin,R,188.0,UZB,19.3593429158,6-2 6-3 6-2,5,R128,83.0,1.0,6725.0,195.0,198.0,1,14
555,555,48336,Australian Open,Hard,G,20060116,24.4407939767,Florian Mayer,R,190.0,GER,22.2833675565,6-1 6-4 6-0,5,R64,72.0,1.0,6725.0,69.0,544.0,1,15
556,556,48368,Australian Open,Hard,G,20060116,24.4407939767,Max Mirnyi,R,196.0,BLR,28.5311430527,6-3 6-4 6-3,5,R32,109.0,1.0,6725.0,34.0,890.0,1,16
557,557,48384,Australian Open,Hard,G,20060116,24.4407939767,Tommy Haas,R,188.0,GER,27.7891854894,6-4 6-0 3-6 4-6 6-2,5,R16,178.0,1.0,6725.0,41.0,825.0,1,17
558,558,48392,Australian Open,Hard,G,20060116,24.4407939767,Nikolay Davydenko,R,178.0,RUS,24.624229979499997,6-4 3-6 7-6(7) 7-6(5),5,QF,193.0,1.0,6725.0,5.0,2355.0,1,18
559,559,48396,Australian Open,Hard,G,20060116,24.4407939767,Nicolas Kiefer,R,183.0,GER,28.5338809035,6-3 5-7 6-0 6-2,5,SF,160.0,1.0,6725.0,25.0,1215.0,1,19
560,560,48398,Australian Open,Hard,G,20060116,24.4407939767,Marcos Baghdatis,R,183.0,CYP,20.5831622177,5-7 7-5 6-0 6-2,5,F,166.0,1.0,6725.0,54.0,684.0,1,20
561,561,48399,Masters Cup,Hard,F,20061113,25.264887063699998,David Nalbandian,R,180.0,ARG,24.8651608487,3-6 6-1 6-1,3,RR,88.0,1.0,7620.0,7.0,2195.0,1,21
562,562,48400,Masters Cup,Hard,F,20061113,25.264887063699998,Andy Roddick,R,188.0,USA,24.205338809,4-6 7-6(8) 6-4,3,RR,149.0,1.0,7620.0,5.0,2315.0,1,22
563,563,48401,Masters Cup,Hard,F,20061113,25.264887063699998,Ivan Ljubicic,R,193.0,CRO,27.6550308008,7-6(2) 6-4,3,RR,94.0,1.0,7620.0,4.0,2395.0,1,23
564,564,48402,Masters Cup,Hard,F,20061113,25.264887063699998,Rafael Nadal,L,185.0,ESP,20.4462696783,6-4 7-5,3,SF,113.0,1.0,7620.0,2.0,4270.0,1,24
565,565,48403,Masters Cup,Hard,F,20061113,25.264887063699998,James Blake,R,185.0,USA,26.8774811773,6-0 6-3 6-4,5,F,97.0,1.0,7620.0,8.0,2130.0,1,25
566,566,48630,Madrid Masters,Hard,M,20071015,26.1848049281,Robby Ginepri,R,183.0,USA,25.0212183436,7-6(2) 6-4,3,R32,86.0,1.0,7355.0,72.0,535.0,1,26
567,567,48646,Madrid Masters,Hard,M,20071015,26.1848049281,Guillermo Canas,R,185.0,ARG,29.8863791923,6-0 6-3,3,R16,53.0,1.0,7355.0,14.0,1673.0,1,27
568,568,48654,Madrid Masters,Hard,M,20071015,26.1848049281,Feliciano Lopez,L,188.0,ESP,26.0670773443,7-6(4) 6-4,3,QF,96.0,1.0,7355.0,42.0,741.0,1,28
569,569,48658,Madrid Masters,Hard,M,20071015,26.1848049281,Nicolas Kiefer,R,183.0,GER,30.2778918549,6-4 6-4,3,SF,84.0,1.0,7355.0,112.0,370.0,1,29
570,570,48660,Madrid Masters,Hard,M,20071015,26.1848049281,David Nalbandian,R,180.0,ARG,25.7850787132,1-6 6-3 6-3,3,F,109.0,1.0,7355.0,25.0,1160.0,0,0
571,571,49072,Basel,Hard,A,20071022,26.20396988360001,Michael Berrer,L,193.0,GER,27.3073237509,6-1 3-6 6-3,3,R32,88.0,1.0,7205.0,56.0,632.0,1,0
572,572,49088,Basel,Hard,A,20071022,26.20396988360001,Juan Martin del Potro,R,198.0,ARG,19.0773442847,6-1 6-4,3,R16,58.0,1.0,7205.0,49.0,689.0,1,1
573,573,49096,Basel,Hard,A,20071022,26.20396988360001,Nicolas Kiefer,R,183.0,GER,30.2970568104,6-3 6-2,3,QF,71.0,1.0,7205.0,64.0,595.0,1,2
574,574,49100,Basel,Hard,A,20071022,26.20396988360001,Ivo Karlovic,R,208.0,CRO,28.6461327858,7-6(6) 7-6(5),3,SF,98.0,1.0,7205.0,25.0,1295.0,1,3
575,575,49102,Basel,Hard,A,20071022,26.20396988360001,Jarkko Nieminen,L,185.0,FIN,26.2477754962,6-3 6-4,3,F,61.0,1.0,7205.0,29.0,935.0,1,4
576,576,49374,Paris Masters,Hard,M,20071028,26.2231348392,Ivo Karlovic,R,208.0,CRO,28.6652977413,6-3 4-6 6-3,3,R32,104.0,1.0,7205.0,24.0,1365.0,1,5
577,577,49390,Paris Masters,Hard,M,20071028,26.2231348392,David Nalbandian,R,180.0,ARG,25.823408624200002,6-4 7-6(3),3,R16,102.0,1.0,7205.0,21.0,1375.0,0,0
578,578,49530,Miami Masters,Hard,M,20070319,25.6098562628,Sam Querrey,R,198.0,USA,19.446954141,6-4 6-3,3,R64,62.0,1.0,7715.0,69.0,537.0,1,0
579,579,49562,Miami Masters,Hard,M,20070319,25.6098562628,Nicolas Almagro,R,183.0,ESP,21.574264202600002,7-5 6-3,3,R32,82.0,1.0,7715.0,34.0,920.0,1,1
580,580,49577,Miami Masters,Hard,M,20070319,25.6098562628,Guillermo Canas,R,185.0,ARG,29.311430527,7-6(2) 2-6 7-6(5),3,R16,159.0,1.0,7715.0,55.0,652.0,0,0
581,581,49624,Indian Wells Masters,Hard,M,20070305,25.5715263518,Guillermo Canas,R,185.0,ARG,29.273100616,7-5 6-2,3,R64,105.0,1.0,8210.0,60.0,614.0,0,0
582,582,49741,Monte Carlo Masters,Clay,M,20070415,25.6865160849,Andreas Seppi,R,190.0,ITA,23.1485284052,7-6(4) 7-6(6),3,R32,108.0,1.0,7290.0,101.0,436.0,1,0
583,583,49757,Monte Carlo Masters,Clay,M,20070415,25.6865160849,Hyung Taik Lee,R,180.0,KOR,31.28268309380001,6-4 6-3,3,R16,65.0,1.0,7290.0,49.0,720.0,1,1
584,584,49765,Monte Carlo Masters,Clay,M,20070415,25.6865160849,David Ferrer,R,175.0,ESP,25.037645448299997,6-4 6-0,3,QF,59.0,1.0,7290.0,16.0,1615.0,1,2
585,585,49769,Monte Carlo Masters,Clay,M,20070415,25.6865160849,Juan Carlos Ferrero,R,183.0,ESP,27.1731690623,6-3 6-4,3,SF,85.0,1.0,7290.0,21.0,1230.0,1,3
586,586,49771,Monte Carlo Masters,Clay,M,20070415,25.6865160849,Rafael Nadal,L,185.0,ESP,20.8678986995,6-4 6-4,3,F,95.0,1.0,7290.0,2.0,4875.0,0,0
587,587,49796,Hamburg Masters,Clay,M,20070514,25.7631759069,Juan Monaco,R,185.0,ARG,23.1238877481,6-3 2-6 6-4,3,R32,117.0,1.0,7015.0,48.0,730.0,1,0
588,588,49812,Hamburg Masters,Clay,M,20070514,25.7631759069,Juan Carlos Ferrero,R,183.0,ESP,27.249828884299998,6-2 6-3,3,R16,65.0,1.0,7015.0,19.0,1355.0,1,1
589,589,49820,Hamburg Masters,Clay,M,20070514,25.7631759069,David Ferrer,R,175.0,ESP,25.1143052704,6-3 4-6 6-3,3,QF,106.0,1.0,7015.0,14.0,1725.0,1,2
590,590,49824,Hamburg Masters,Clay,M,20070514,25.7631759069,Carlos Moya,R,190.0,ESP,30.7104722793,4-6 6-4 6-2,3,SF,127.0,1.0,7015.0,36.0,860.0,1,3
591,591,49826,Hamburg Masters,Clay,M,20070514,25.7631759069,Rafael Nadal,L,185.0,ESP,20.9445585216,2-6 6-2 6-0,3,F,115.0,1.0,7015.0,2.0,4875.0,1,4
592,592,49851,Rome Masters,Clay,M,20070507,25.7440109514,Nicolas Almagro,R,183.0,ESP,21.708418891199997,6-3 6-4,3,R32,75.0,1.0,7290.0,40.0,805.0,1,5
593,593,49867,Rome Masters,Clay,M,20070507,25.7440109514,Filippo Volandri,R,183.0,ITA,25.6673511294,6-2 6-4,3,R16,78.0,1.0,7290.0,53.0,682.0,0,0
594,594,49984,Canada Masters,Hard,M,20070805,25.993155373,Ivo Karlovic,R,208.0,CRO,28.4353182752,7-6(2) 7-6(3),3,R32,83.0,1.0,7290.0,34.0,847.0,1,0
595,595,49999,Canada Masters,Hard,M,20070805,25.993155373,Fabio Fognini,R,178.0,ITA,20.202600958199998,6-1 6-1,3,R16,45.0,1.0,7290.0,139.0,304.0,1,1
596,596,50007,Canada Masters,Hard,M,20070805,25.993155373,Lleyton Hewitt,R,180.0,AUS,26.4449007529,6-3 6-4,3,QF,86.0,1.0,7290.0,21.0,1180.0,1,2
597,597,50011,Canada Masters,Hard,M,20070805,25.993155373,Radek Stepanek,R,185.0,CZE,28.689938398400002,7-6(6) 6-2,3,SF,82.0,1.0,7290.0,60.0,590.0,1,3
598,598,50013,Canada Masters,Hard,M,20070805,25.993155373,Novak Djokovic,R,188.0,SRB,20.2080766598,7-6(2) 2-6 7-6(2),3,F,133.0,1.0,7290.0,4.0,3200.0,0,0
599,599,50038,Cincinnati Masters,Hard,M,20070813,26.0123203285,Julien Benneteau,R,185.0,FRA,25.6454483231,6-3 6-3,3,R32,77.0,1.0,7140.0,68.0,540.0,1,0
600,600,50054,Cincinnati Masters,Hard,M,20070813,26.0123203285,Marcos Baghdatis,R,183.0,CYP,22.1546885695,7-6(5) 7-5,3,R16,102.0,1.0,7140.0,18.0,1440.0,1,1
601,601,50062,Cincinnati Masters,Hard,M,20070813,26.0123203285,Nicolas Almagro,R,183.0,ESP,21.9767282683,6-3 3-6 6-2,3,QF,82.0,1.0,7140.0,32.0,890.0,1,2
602,602,50066,Cincinnati Masters,Hard,M,20070813,26.0123203285,Lleyton Hewitt,R,180.0,AUS,26.464065708400003,6-3 6-7(7) 7-6(1),3,SF,155.0,1.0,7140.0,20.0,1270.0,1,3
603,603,50068,Cincinnati Masters,Hard,M,20070813,26.0123203285,James Blake,R,185.0,USA,27.624914442199998,6-1 6-4,3,F,65.0,1.0,7140.0,8.0,1995.0,1,4
604,604,50438,Dubai,Hard,A,20070226,25.5523613963,Kristian Pless,R,188.0,DEN,26.045174538,7-6(2) 3-6 6-3,3,R32,88.0,1.0,8120.0,86.0,480.0,1,5
605,605,50454,Dubai,Hard,A,20070226,25.5523613963,Daniele Bracciali,R,180.0,ITA,29.1279945243,7-5 6-3,3,R16,87.0,1.0,8120.0,88.0,475.0,1,6
606,606,50462,Dubai,Hard,A,20070226,25.5523613963,Novak Djokovic,R,188.0,SRB,19.7672826831,6-3 6-7(6) 6-3,3,QF,123.0,1.0,8120.0,14.0,1665.0,1,7
607,607,50466,Dubai,Hard,A,20070226,25.5523613963,Tommy Haas,R,188.0,GER,28.900752909,6-4 7-5,3,SF,91.0,1.0,8120.0,9.0,2020.0,1,8
608,608,50468,Dubai,Hard,A,20070226,25.5523613963,Mikhail Youzhny,R,183.0,RUS,24.6735112936,6-4 6-3,3,F,85.0,1.0,8120.0,18.0,1440.0,1,9
609,609,50607,Roland Garros,Clay,G,20070528,25.8015058179,Michael Russell,R,173.0,USA,29.073237508600002,6-4 6-2 6-4,5,R128,105.0,1.0,7515.0,68.0,557.0,1,10
610,610,50671,Roland Garros,Clay,G,20070528,25.8015058179,Thierry Ascione,R,188.0,FRA,26.3572895277,6-1 6-2 7-6(8),5,R64,111.0,1.0,7515.0,168.0,257.0,1,11
611,611,50703,Roland Garros,Clay,G,20070528,25.8015058179,Potito Starace,R,188.0,ITA,25.8699520876,6-2 6-3 6-0,5,R32,91.0,1.0,7515.0,57.0,619.0,1,12
